Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active
Cajamarca,Peru,13-12-20 05:27,24395,582,0,23813
Callao,Peru,13-12-20 05:27,41760,1932,0,39828
Cusco,Peru,13-12-20 05:27,24462,513,0,23949
Huancavelica,Peru,13-12-20 05:27,7756,137,0,7619
Huanuco,Peru,13-12-20 05:27,19596,462,0,19134
Ica,Peru,13-12-20 05:27,31353,1740,0,29613
Junin,Peru,13-12-20 05:27,26309,924,0,25385
La Libertad,Peru,13-12-20 05:27,36165,2409,0,33756
Lambayeque,Peru,13-12-20 05:27,31816,1880,0,29936
Lima,Peru,13-12-20 05:27,436101,16353,0,419748
Loreto,Peru,13-12-20 05:27,25328,995,0,24333
Madre de Dios,Peru,13-12-20 05:27,9353,151,0,9202
Moquegua,Peru,13-12-20 05:27,15590,292,0,15298
Pasco,Peru,13-12-20 05:27,6354,127,0,6227
Piura,Peru,13-12-20 05:27,41598,2157,0,39441
Puno,Peru,13-12-20 05:27,18819,377,0,18442
San Martin,Peru,13-12-20 05:27,24713,783,0,23930
Tacna,Peru,13-12-20 05:27,14305,256,0,14049
Tumbes,Peru,13-12-20 05:27,9272,336,0,8936
Ucayali,Peru,13-12-20 05:27,19689,378,0,19311
Unknown,Peru,13-12-20 05:27,0,0,916335,-916335
,Philippines,13-12-20 05:27,448331,8730,409433,30168
,Poland,13-12-20 05:27,1126700,22676,840541,263483
,Portugal,13-12-20 05:27,344700,5461,268453,70786
,Qatar,13-12-20 05:27,140827,240,138347,2240
,Romania,13-12-20 05:27,551900,13264,451477,87159
Adygea Republic,Russia,13-12-20 05:27,9237,71,7342,1824
Altai Krai,Russia,13-12-20 05:27,28803,676,26685,1442
Altai Republic,Russia,13-12-20 05:27,12328,52,11871,405
Amur Oblast,Russia,13-12-20 05:27,13161,98,11737,1326
Arkhangelsk Oblast,Russia,13-12-20 05:27,35996,377,26661,8958
Astrakhan Oblast,Russia,13-12-20 05:27,15610,300,11003,4307
Bashkortostan Republic,Russia,13-12-20 05:27,16012,100,13018,2894
Belgorod Oblast,Russia,13-12-20 05:27,18342,158,16463,1721
Bryansk Oblast,Russia,13-12-20 05:27,19327,168,17025,2134
Buryatia Republic,Russia,13-12-20 05:27,21806,499,19906,1401
Chechen Republic,Russia,13-12-20 05:27,6039,83,2956,3000
Chelyabinsk Oblast,Russia,13-12-20 05:27,28829,388,22682,5759
Chukotka Autonomous Okrug,Russia,13-12-20 05:27,438,4,394,40
Chuvashia Republic,Russia,13-12-20 05:27,14046,363,12632,1051
Dagestan Republic,Russia,13-12-20 05:27,20521,1031,17980,1510
Ingushetia Republic,Russia,13-12-20 05:27,10478,121,8975,1382
Irkutsk Oblast,Russia,13-12-20 05:27,35379,949,31174,3256
Ivanovo Oblast,Russia,13-12-20 05:27,17811,349,13079,4383
Jewish Autonomous Okrug,Russia,13-12-20 05:27,3300,53,2212,1035
Kabardino-Balkarian Republic,Russia,13-12-20 05:27,13898,238,11546,2114
Kaliningrad Oblast,Russia,13-12-20 05:27,13863,132,10581,3150
Kalmykia Republic,Russia,13-12-20 05:27,12813,169,10471,2173
Kaluga Oblast,Russia,13-12-20 05:27,17839,128,16750,961
Kamchatka Krai,Russia,13-12-20 05:27,8606,82,7581,943
Karachay-Cherkess Republic,Russia,13-12-20 05:27,13370,37,11861,1472
Karelia Republic,Russia,13-12-20 05:27,20496,124,13063,7309
Kemerovo Oblast,Russia,13-12-20 05:27,22866,422,19548,2896
Khabarovsk Krai,Russia,13-12-20 05:27,28610,178,22754,5678
Khakassia Republic,Russia,13-12-20 05:27,14231,171,10931,3129
Khanty-Mansi Autonomous Okrug,Russia,13-12-20 05:27,37015,464,32720,3831
Kirov Oblast,Russia,13-12-20 05:27,21051,209,14406,6436
Komi Republic,Russia,13-12-20 05:27,24813,452,21252,3109
Kostroma Oblast,Russia,13-12-20 05:27,12853,202,9632,3019
Krasnodar Krai,Russia,13-12-20 05:27,24191,694,16359,7138
Krasnoyarsk Krai,Russia,13-12-20 05:27,40246,1349,32945,5952
Kurgan Oblast,Russia,13-12-20 05:27,9974,122,8753,1099
Kursk Oblast,Russia,13-12-20 05:27,17333,238,15604,1491
Leningrad Oblast,Russia,13-12-20 05:27,19516,172,16590,2754
Lipetsk Oblast,Russia,13-12-20 05:27,12983,163,10175,2645
Magadan Oblast,Russia,13-12-20 05:27,6227,57,5688,482
Mari El Republic,Russia,13-12-20 05:27,8191,105,7310,776
Mordovia Republic,Russia,13-12-20 05:27,11820,73,9617,2130
Moscow,Russia,13-12-20 05:27,685785,9798,524779,151208
Moscow Oblast,Russia,13-12-20 05:27,126377,2442,89299,34636
Murmansk Oblast,Russia,13-12-20 05:27,30857,545,28115,2197
Nenets Autonomous Okrug,Russia,13-12-20 05:27,714,0,674,40
Nizhny Novgorod Oblast,Russia,13-12-20 05:27,60332,1350,53813,5169
North Ossetia - Alania Republic,Russia,13-12-20 05:27,10348,81,8954,1313
Novgorod Oblast,Russia,13-12-20 05:27,14333,96,10375,3862
Novosibirsk Oblast,Russia,13-12-20 05:27,24798,826,20521,3451
Omsk Oblast,Russia,13-12-20 05:27,25488,728,23135,1625
Orel Oblast,Russia,13-12-20 05:27,17983,223,15938,1822
Orenburg Oblast,Russia,13-12-20 05:27,25346,259,22026,3061
Penza Oblast,Russia,13-12-20 05:27,22364,271,18689,3404
Perm Krai,Russia,13-12-20 05:27,24385,824,18542,5019
Primorsky Krai,Russia,13-12-20 05:27,24740,283,17445,7012
Pskov Oblast,Russia,13-12-20 05:27,15945,82,8173,7690
Rostov Oblast,Russia,13-12-20 05:27,44297,1626,35701,6970
Ryazan Oblast,Russia,13-12-20 05:27,15557,109,14143,1305
Saint Petersburg,Russia,13-12-20 05:27,170718,6257,96557,67904
Sakha (Yakutiya) Republic,Russia,13-12-20 05:27,22565,321,20123,2121
Sakhalin Oblast,Russia,13-12-20 05:27,12963,10,9870,3083
Samara Oblast,Russia,13-12-20 05:27,25633,493,23470,1670
Saratov Oblast,Russia,13-12-20 05:27,30246,306,25622,4318
Smolensk Oblast,Russia,13-12-20 05:27,14076,297,10275,3504
Stavropol Krai,Russia,13-12-20 05:27,30500,621,27113,2766
Sverdlovsk Oblast,Russia,13-12-20 05:27,50971,1195,43237,6539
Tambov Oblast,Russia,13-12-20 05:27,14799,136,13165,1498
Tatarstan Republic,Russia,13-12-20 05:27,11412,164,10007,1241
Tomsk Oblast,Russia,13-12-20 05:27,20851,190,16109,4552
Tula Oblast,Russia,13-12-20 05:27,18902,552,16596,1754
Tver Oblast,Russia,13-12-20 05:27,17798,413,12701,4684
Tyumen Oblast,Russia,13-12-20 05:27,20229,161,18955,1113
Tyva Republic,Russia,13-12-20 05:27,13533,140,12403,990
Udmurt Republic,Russia,13-12-20 05:27,15628,327,12383,2918
Ulyanovsk Oblast,Russia,13-12-20 05:27,30895,405,27691,2799
Vladimir Oblast,Russia,13-12-20 05:27,15078,376,13428,1274
Volgograd Oblast,Russia,13-12-20 05:27,30216,363,28886,967
Vologda Oblast,Russia,13-12-20 05:27,16515,281,12057,4177
Voronezh Oblast,Russia,13-12-20 05:27,38857,817,37235,805
Yamalo-Nenets Autonomous Okrug,Russia,13-12-20 05:27,28647,284,20517,7846
Yaroslavl Oblast,Russia,13-12-20 05:27,18685,111,17751,823
Zabaykalsky Krai,Russia,13-12-20 05:27,22414,339,20305,1770
,Rwanda,13-12-20 05:27,6528,56,5892,580
,Saint Kitts and Nevis,13-12-20 05:27,27,0,23,4
,Saint Lucia,13-12-20 05:27,274,4,197,73
,Saint Vincent and the Grenadines,13-12-20 05:27,94,0,81,13
,Samoa,13-12-20 05:27,2,0,2,0
,San Marino,13-12-20 05:27,1932,51,1575,306
,Sao Tome and Principe,13-12-20 05:27,1009,17,947,45
,Saudi Arabia,13-12-20 05:27,359749,6036,350347,3366
,Senegal,13-12-20 05:27,17061,349,16059,653
,Serbia,13-12-20 05:27,261437,2275,0,259162
,Seychelles,13-12-20 05:27,187,0,182,5
,Sierra Leone,13-12-20 05:27,2440,75,1850,515
,Singapore,13-12-20 05:27,58313,29,58197,87
,Slovakia,13-12-20 05:27,130794,1148,95416,34230
,Slovenia,13-12-20 05:27,95481,2041,72290,21150
,Solomon Islands,13-12-20 05:27,17,0,5,12
,Somalia,13-12-20 05:27,4579,121,3529,929
,South Africa,13-12-20 05:27,852965,23106,760118,69741
,South Sudan,13-12-20 05:27,3206,62,3043,101
Andalusia,Spain,13-12-20 05:27,244828,4524,10671,229633
Aragon,Spain,13-12-20 05:27,75638,2450,3772,69416
Asturias,Spain,13-12-20 05:27,25159,1211,1063,22885
Baleares,Spain,13-12-20 05:27,26888,427,1533,24928
C. Valenciana,Spain,13-12-20 05:27,115386,2548,9970,102868
Canarias,Spain,13-12-20 05:27,22943,358,1537,21048
Cantabria,Spain,13-12-20 05:27,16532,340,2287,13905
Castilla - La Mancha,Spain,13-12-20 05:27,90337,3895,6392,80050
Castilla y Leon,Spain,13-12-20 05:27,126229,4812,8716,112701
Catalonia,Spain,13-12-20 05:27,317636,8330,26203,283103
Ceuta,Spain,13-12-20 05:27,2907,56,163,2688
Extremadura,Spain,13-12-20 05:27,30106,996,2652,26458
Galicia,Spain,13-12-20 05:27,53732,1287,9204,43241
La Rioja,Spain,13-12-20 05:27,17184,573,3107,13504
Madrid,Spain,13-12-20 05:27,361368,11537,40736,309095
Melilla,Spain,13-12-20 05:27,4242,42,125,4075
Murcia,Spain,13-12-20 05:27,56087,658,2180,53249
Navarra,Spain,13-12-20 05:27,40611,914,3905,35792
Pais Vasco,Spain,13-12-20 05:27,102762,2666,16160,83936
Unknown,Spain,13-12-20 05:27,0,0,0,0
,Sri Lanka,13-12-20 05:27,32135,149,23304,8682
,Sudan,13-12-20 05:27,21147,1344,12227,7576
,Suriname,13-12-20 05:27,5340,117,5221,2
Blekinge,Sweden,13-12-20 05:27,2864,26,0,2838
Dalarna,Sweden,13-12-20 05:27,7656,201,0,7455
Gavleborg,Sweden,13-12-20 05:27,9926,230,0,9696
Gotland,Sweden,13-12-20 05:27,1702,19,0,1683
Halland,Sweden,13-12-20 05:27,8249,118,0,8131
Jamtland Harjedalen,Sweden,13-12-20 05:27,3380,69,0,3311
Jonkoping,Sweden,13-12-20 05:27,13583,260,0,13323
Kalmar,Sweden,13-12-20 05:27,4168,93,0,4075
Kronoberg,Sweden,13-12-20 05:27,6213,159,0,6054
Norrbotten,Sweden,13-12-20 05:27,6183,117,0,6066
Orebro,Sweden,13-12-20 05:27,11032,201,0,10831
Ostergotland,Sweden,13-12-20 05:27,10633,331,0,10302
Skane,Sweden,13-12-20 05:27,40584,496,0,40088
Sormland,Sweden,13-12-20 05:27,7030,286,0,6744
Stockholm,Sweden,13-12-20 05:27,93383,2936,0,90447
Uppsala,Sweden,13-12-20 05:27,13868,328,0,13540
Varmland,Sweden,13-12-20 05:27,4362,98,0,4264
Vasterbotten,Sweden,13-12-20 05:27,5804,60,0,5744
Vasternorrland,Sweden,13-12-20 05:27,7021,174,0,6847
Vastmanland,Sweden,13-12-20 05:27,10823,230,0,10593
Vastra Gotaland,Sweden,13-12-20 05:27,51634,1082,0,50552
,Switzerland,13-12-20 05:27,373831,5976,291500,76355
,Syria,13-12-20 05:27,9041,506,4319,4216
,Taiwan*,13-12-20 05:27,733,7,601,125
,Tajikistan,13-12-20 05:27,12624,89,12050,485
,Tanzania,13-12-20 05:27,509,21,183,305
,Thailand,13-12-20 05:27,4209,60,3923,226
,Timor-Leste,13-12-20 05:27,31,0,30,1
,Togo,13-12-20 05:27,3221,66,2745,410
,Trinidad and Tobago,13-12-20 05:27,6864,122,6126,616
,Tunisia,13-12-20 05:27,110393,3836,84218,22339
,Turkey,13-12-20 05:27,1809809,16199,1581565,212045
Alabama,US,13-12-20 05:27,3258,41,0,3217
Alabama,US,13-12-20 05:27,10665,141,0,10524
Alabama,US,13-12-20 05:27,1269,30,0,1239
Alabama,US,13-12-20 05:27,1417,40,0,1377
Alabama,US,13-12-20 05:27,3744,47,0,3697
Alabama,US,13-12-20 05:27,725,20,0,705
Alabama,US,13-12-20 05:27,1306,44,0,1262
Alabama,US,13-12-20 05:27,7760,129,0,7631
Alabama,US,13-12-20 05:27,1997,57,0,1940
Alabama,US,13-12-20 05:27,1187,24,0,1163
Alabama,US,13-12-20 05:27,2527,46,0,2481
Alabama,US,13-12-20 05:27,453,20,0,433
Alabama,US,13-12-20 05:27,2033,24,0,2009
Alabama,US,13-12-20 05:27,998,28,0,970
Alabama,US,13-12-20 05:27,878,15,0,863
Alabama,US,13-12-20 05:27,2886,25,0,2861
Alabama,US,13-12-20 05:27,3806,53,0,3753
Alabama,US,13-12-20 05:27,776,15,0,761
Alabama,US,13-12-20 05:27,430,4,0,426
Alabama,US,13-12-20 05:27,2517,38,0,2479
Alabama,US,13-12-20 05:27,771,32,0,739
Alabama,US,13-12-20 05:27,5633,59,0,5574
Alabama,US,13-12-20 05:27,2748,59,0,2689
Alabama,US,13-12-20 05:27,2487,34,0,2453
Alabama,US,13-12-20 05:27,5785,49,0,5736
Alabama,US,13-12-20 05:27,4909,72,0,4837
Alabama,US,13-12-20 05:27,2258,32,0,2226
Alabama,US,13-12-20 05:27,7919,80,0,7839
Alabama,US,13-12-20 05:27,1160,16,0,1144
Alabama,US,13-12-20 05:27,2848,34,0,2814
Alabama,US,13-12-20 05:27,1398,16,0,1382
Alabama,US,13-12-20 05:27,544,20,0,524
Alabama,US,13-12-20 05:27,1122,33,0,1089
Alabama,US,13-12-20 05:27,984,8,0,976
Alabama,US,13-12-20 05:27,6024,52,0,5972
Alabama,US,13-12-20 05:27,4306,26,0,4280
Alabama,US,13-12-20 05:27,40232,558,0,39674
Alabama,US,13-12-20 05:27,841,9,0,832
Alabama,US,13-12-20 05:27,5005,61,0,4944
Alabama,US,13-12-20 05:27,1569,37,0,1532
Alabama,US,13-12-20 05:27,8675,73,0,8602
Alabama,US,13-12-20 05:27,5244,49,0,5195
Alabama,US,13-12-20 05:27,856,30,0,826
Alabama,US,13-12-20 05:27,838,24,0,814
Alabama,US,13-12-20 05:27,16760,162,0,16598
Alabama,US,13-12-20 05:27,1459,25,0,1434
Alabama,US,13-12-20 05:27,1669,40,0,1629
Alabama,US,13-12-20 05:27,7736,65,0,7671
Alabama,US,13-12-20 05:27,22034,389,0,21645
Alabama,US,13-12-20 05:27,921,10,0,911
Alabama,US,13-12-20 05:27,13671,260,0,13411
Alabama,US,13-12-20 05:27,8393,64,0,8329
Alabama,US,13-12-20 05:27,0,0,0,0
Alabama,US,13-12-20 05:27,738,9,0,729
Alabama,US,13-12-20 05:27,1399,24,0,1375
Alabama,US,13-12-20 05:27,1731,16,0,1715
Alabama,US,13-12-20 05:27,1121,28,0,1093
Alabama,US,13-12-20 05:27,2458,6,0,2452
Alabama,US,13-12-20 05:27,12551,87,0,12464
Alabama,US,13-12-20 05:27,5210,62,0,5148
Alabama,US,13-12-20 05:27,659,22,0,637
Alabama,US,13-12-20 05:27,4298,63,0,4235
Alabama,US,13-12-20 05:27,2046,93,0,1953
Alabama,US,13-12-20 05:27,15373,193,0,15180
Alabama,US,13-12-20 05:27,0,0,0,0
Alabama,US,13-12-20 05:27,4396,113,0,4283
Alabama,US,13-12-20 05:27,1020,23,0,997
Alabama,US,13-12-20 05:27,777,19,0,758
Alabama,US,13-12-20 05:27,1633,25,0,1608
Alaska,US,13-12-20 05:27,40,0,0,40
Alaska,US,13-12-20 05:27,158,0,0,158
Alaska,US,13-12-20 05:27,20050,98,0,19952
Alaska,US,13-12-20 05:27,1933,8,0,1925
Alaska,US,13-12-20 05:27,0,0,0,0
Alaska,US,13-12-20 05:27,153,0,0,153
Alaska,US,13-12-20 05:27,54,0,0,54
Alaska,US,13-12-20 05:27,108,1,0,107
Alaska,US,13-12-20 05:27,4238,19,0,4219
Alaska,US,13-12-20 05:27,19,0,0,19
Alaska,US,13-12-20 05:27,953,5,0,948
Alaska,US,13-12-20 05:27,3207,15,0,3192
Alaska,US,13-12-20 05:27,222,0,0,222
Alaska,US,13-12-20 05:27,662,1,0,661
Alaska,US,13-12-20 05:27,604,3,0,601
Alaska,US,13-12-20 05:27,5354,11,0,5343
Alaska,US,13-12-20 05:27,251,0,0,251
Alaska,US,13-12-20 05:27,644,2,0,642
Alaska,US,13-12-20 05:27,384,0,0,384
Alaska,US,13-12-20 05:27,29,1,0,28
Alaska,US,13-12-20 05:27,65,1,0,64
Alaska,US,13-12-20 05:27,232,0,0,232
Alaska,US,13-12-20 05:27,11,0,0,11
Alaska,US,13-12-20 05:27,357,3,0,354
Alaska,US,13-12-20 05:27,207,0,0,207
Alaska,US,13-12-20 05:27,298,3,0,295
Alaska,US,13-12-20 05:27,23,0,0,23
Alaska,US,13-12-20 05:27,52,1,0,51
Alaska,US,13-12-20 05:27,189,4,0,185
Arizona,US,13-12-20 05:27,6412,211,0,6201
Arizona,US,13-12-20 05:27,5055,98,0,4957
Arizona,US,13-12-20 05:27,8969,189,0,8780
Arizona,US,13-12-20 05:27,3591,113,0,3478
Arizona,US,13-12-20 05:27,2543,40,0,2503
Arizona,US,13-12-20 05:27,320,3,0,317
Arizona,US,13-12-20 05:27,1071,21,0,1050
Arizona,US,13-12-20 05:27,250319,4324,0,245995
Arizona,US,13-12-20 05:27,8331,283,0,8048
Arizona,US,13-12-20 05:27,9571,289,0,9282
Arizona,US,13-12-20 05:27,0,0,0,0
Arizona,US,13-12-20 05:27,50852,799,0,50053
Arizona,US,13-12-20 05:27,21091,300,0,20791
Arizona,US,13-12-20 05:27,4839,84,0,4755
Arizona,US,13-12-20 05:27,1,0,0,1
Arizona,US,13-12-20 05:27,7743,145,0,7598
Arizona,US,13-12-20 05:27,21881,423,0,21458
Arkansas,US,13-12-20 05:27,1093,24,0,1069
Arkansas,US,13-12-20 05:27,1052,18,0,1034
Arkansas,US,13-12-20 05:27,1654,40,0,1614
Arkansas,US,13-12-20 05:27,14209,204,0,14005
Arkansas,US,13-12-20 05:27,2154,52,0,2102
Arkansas,US,13-12-20 05:27,672,7,0,665
Arkansas,US,13-12-20 05:27,175,1,0,174
Arkansas,US,13-12-20 05:27,1743,24,0,1719
Arkansas,US,13-12-20 05:27,1300,30,0,1270
Arkansas,US,13-12-20 05:27,1058,15,0,1043
Arkansas,US,13-12-20 05:27,1117,24,0,1093
Arkansas,US,13-12-20 05:27,887,26,0,861
Arkansas,US,13-12-20 05:27,466,16,0,450
Arkansas,US,13-12-20 05:27,1321,29,0,1292
Arkansas,US,13-12-20 05:27,910,10,0,900
Arkansas,US,13-12-20 05:27,8333,97,0,8236
Arkansas,US,13-12-20 05:27,3653,46,0,3607
Arkansas,US,13-12-20 05:27,3693,62,0,3631
Arkansas,US,13-12-20 05:27,1084,31,0,1053
Arkansas,US,13-12-20 05:27,383,7,0,376
Arkansas,US,13-12-20 05:27,740,10,0,730
Arkansas,US,13-12-20 05:27,1128,8,0,1120
Arkansas,US,13-12-20 05:27,5926,67,0,5859
Arkansas,US,13-12-20 05:27,933,21,0,912
Arkansas,US,13-12-20 05:27,633,15,0,618
Arkansas,US,13-12-20 05:27,4559,127,0,4432
Arkansas,US,13-12-20 05:27,739,8,0,731
Arkansas,US,13-12-20 05:27,3729,39,0,3690
Arkansas,US,13-12-20 05:27,1013,9,0,1004
Arkansas,US,13-12-20 05:27,3148,47,0,3101
Arkansas,US,13-12-20 05:27,924,16,0,908
Arkansas,US,13-12-20 05:27,2339,77,0,2262
Arkansas,US,13-12-20 05:27,1069,7,0,1062
Arkansas,US,13-12-20 05:27,2414,13,0,2401
Arkansas,US,13-12-20 05:27,5658,116,0,5542
Arkansas,US,13-12-20 05:27,1462,14,0,1448
Arkansas,US,13-12-20 05:27,289,4,0,285
Arkansas,US,13-12-20 05:27,1318,33,0,1285
Arkansas,US,13-12-20 05:27,1319,20,0,1299
Arkansas,US,13-12-20 05:27,2658,20,0,2638
Arkansas,US,13-12-20 05:27,692,37,0,655
Arkansas,US,13-12-20 05:27,1145,8,0,1137
Arkansas,US,13-12-20 05:27,3236,64,0,3172
Arkansas,US,13-12-20 05:27,815,9,0,806
Arkansas,US,13-12-20 05:27,521,8,0,513
Arkansas,US,13-12-20 05:27,2337,22,0,2315
Arkansas,US,13-12-20 05:27,3780,87,0,3693
Arkansas,US,13-12-20 05:27,369,5,0,364
Arkansas,US,13-12-20 05:27,393,12,0,381
Arkansas,US,13-12-20 05:27,514,17,0,497
Arkansas,US,13-12-20 05:27,497,24,0,473
Arkansas,US,13-12-20 05:27,1048,16,0,1032
Arkansas,US,13-12-20 05:27,310,4,0,306
Arkansas,US,13-12-20 05:27,1068,17,0,1051
Arkansas,US,13-12-20 05:27,487,4,0,483
Arkansas,US,13-12-20 05:27,1953,51,0,1902
Arkansas,US,13-12-20 05:27,1007,19,0,988
Arkansas,US,13-12-20 05:27,4328,49,0,4279
Arkansas,US,13-12-20 05:27,412,9,0,403
Arkansas,US,13-12-20 05:27,19611,317,0,19294
Arkansas,US,13-12-20 05:27,1196,35,0,1161
Arkansas,US,13-12-20 05:27,6094,75,0,6019
Arkansas,US,13-12-20 05:27,465,4,0,461
Arkansas,US,13-12-20 05:27,405,5,0,400
Arkansas,US,13-12-20 05:27,8041,132,0,7909
Arkansas,US,13-12-20 05:27,1856,20,0,1836
Arkansas,US,13-12-20 05:27,854,24,0,830
Arkansas,US,13-12-20 05:27,2339,18,0,2321
Arkansas,US,13-12-20 05:27,592,25,0,567
Arkansas,US,13-12-20 05:27,2924,0,0,2924
Arkansas,US,13-12-20 05:27,1826,61,0,1765
Arkansas,US,13-12-20 05:27,546,6,0,540
Arkansas,US,13-12-20 05:27,17915,194,0,17721
Arkansas,US,13-12-20 05:27,3523,62,0,3461
Arkansas,US,13-12-20 05:27,262,1,0,261
Arkansas,US,13-12-20 05:27,1936,36,0,1900
California,US,13-12-20 05:27,36281,542,0,35739
California,US,13-12-20 05:27,63,0,0,63
California,US,13-12-20 05:27,1289,19,0,1270
California,US,13-12-20 05:27,4941,67,0,4874
California,US,13-12-20 05:27,697,22,0,675
California,US,13-12-20 05:27,923,8,0,915
California,US,13-12-20 05:27,29124,279,0,28845
California,US,13-12-20 05:27,536,1,0,535
California,US,13-12-20 05:27,3754,8,0,3746
California,US,13-12-20 05:27,43071,542,0,42529
California,US,13-12-20 05:27,1136,12,0,1124
California,US,13-12-20 05:27,1231,10,0,1221
California,US,13-12-20 05:27,18599,373,0,18226
California,US,13-12-20 05:27,388,17,0,371
California,US,13-12-20 05:27,49232,467,0,48765
California,US,13-12-20 05:27,13118,98,0,13020
California,US,13-12-20 05:27,1215,22,0,1193
California,US,13-12-20 05:27,3127,6,0,3121
California,US,13-12-20 05:27,512872,8269,0,504603
California,US,13-12-20 05:27,7648,107,0,7541
California,US,13-12-20 05:27,8361,132,0,8229
California,US,13-12-20 05:27,174,4,0,170
California,US,13-12-20 05:27,1931,24,0,1907
California,US,13-12-20 05:27,14483,207,0,14276
California,US,13-12-20 05:27,232,0,0,232
California,US,13-12-20 05:27,700,3,0,697
California,US,13-12-20 05:27,18421,153,0,18268
California,US,13-12-20 05:27,4054,23,0,4031
California,US,13-12-20 05:27,1962,21,0,1941
California,US,13-12-20 05:27,99393,1680,0,97713
California,US,13-12-20 05:27,8904,92,0,8812
California,US,13-12-20 05:27,335,0,0,335
California,US,13-12-20 05:27,115329,1573,0,113756
California,US,13-12-20 05:27,47473,670,0,46803
California,US,13-12-20 05:27,2401,19,0,2382
California,US,13-12-20 05:27,124264,1215,0,123049
California,US,13-12-20 05:27,102468,1137,0,101331
California,US,13-12-20 05:27,18246,167,0,18079
California,US,13-12-20 05:27,32044,534,0,31510
California,US,13-12-20 05:27,7452,46,0,7406
California,US,13-12-20 05:27,17724,179,0,17545
California,US,13-12-20 05:27,12997,140,0,12857
California,US,13-12-20 05:27,45986,526,0,45460
California,US,13-12-20 05:27,5764,53,0,5711
California,US,13-12-20 05:27,6853,58,0,6795
California,US,13-12-20 05:27,19,0,0,19
California,US,13-12-20 05:27,914,7,0,907
California,US,13-12-20 05:27,12733,91,0,12642
California,US,13-12-20 05:27,14298,162,0,14136
California,US,13-12-20 05:27,26361,468,0,25893
California,US,13-12-20 05:27,4657,33,0,4624
California,US,13-12-20 05:27,2316,30,0,2286
California,US,13-12-20 05:27,225,1,0,224
California,US,13-12-20 05:27,25042,327,0,24715
California,US,13-12-20 05:27,1547,17,0,1530
California,US,13-12-20 05:27,0,0,0,0
California,US,13-12-20 05:27,24999,198,0,24801
California,US,13-12-20 05:27,6049,89,0,5960
California,US,13-12-20 05:27,2820,10,0,2810
Colorado,US,13-12-20 05:27,34945,414,0,34531
Colorado,US,13-12-20 05:27,793,20,0,773
Colorado,US,13-12-20 05:27,32681,494,0,32187
Colorado,US,13-12-20 05:27,412,0,0,412
Colorado,US,13-12-20 05:27,154,0,0,154
Colorado,US,13-12-20 05:27,613,2,0,611
Colorado,US,13-12-20 05:27,12881,143,0,12738
Colorado,US,13-12-20 05:27,2436,57,0,2379
Colorado,US,13-12-20 05:27,809,22,0,787
Colorado,US,13-12-20 05:27,86,3,0,83
Colorado,US,13-12-20 05:27,229,2,0,227
Colorado,US,13-12-20 05:27,243,4,0,239
Colorado,US,13-12-20 05:27,112,2,0,110
Colorado,US,13-12-20 05:27,1428,10,0,1418
Colorado,US,13-12-20 05:27,118,0,0,118
Colorado,US,13-12-20 05:27,1054,17,0,1037
Colorado,US,13-12-20 05:27,42288,596,0,41692
Colorado,US,13-12-20 05:27,40,0,0,40
Colorado,US,13-12-20 05:27,13353,143,0,13210
Colorado,US,13-12-20 05:27,2811,12,0,2799
Colorado,US,13-12-20 05:27,34784,419,0,34365
Colorado,US,13-12-20 05:27,806,5,0,801
Colorado,US,13-12-20 05:27,3685,11,0,3674
Colorado,US,13-12-20 05:27,2951,17,0,2934
Colorado,US,13-12-20 05:27,105,1,0,104
Colorado,US,13-12-20 05:27,517,5,0,512
Colorado,US,13-12-20 05:27,538,7,0,531
Colorado,US,13-12-20 05:27,12,0,0,12
Colorado,US,13-12-20 05:27,234,11,0,223
Colorado,US,13-12-20 05:27,25,0,0,25
Colorado,US,13-12-20 05:27,25496,544,0,24952
Colorado,US,13-12-20 05:27,53,0,0,53
Colorado,US,13-12-20 05:27,389,8,0,381
Colorado,US,13-12-20 05:27,1868,10,0,1858
Colorado,US,13-12-20 05:27,352,0,0,352
Colorado,US,13-12-20 05:27,12942,92,0,12850
Colorado,US,13-12-20 05:27,369,3,0,366
Colorado,US,13-12-20 05:27,682,1,0,681
Colorado,US,13-12-20 05:27,2740,46,0,2694
Colorado,US,13-12-20 05:27,7404,90,0,7314
Colorado,US,13-12-20 05:27,37,1,0,36
Colorado,US,13-12-20 05:27,425,16,0,409
Colorado,US,13-12-20 05:27,977,11,0,966
Colorado,US,13-12-20 05:27,1586,22,0,1564
Colorado,US,13-12-20 05:27,1885,63,0,1822
Colorado,US,13-12-20 05:27,1277,18,0,1259
Colorado,US,13-12-20 05:27,133,3,0,130
Colorado,US,13-12-20 05:27,0,0,0,0
Colorado,US,13-12-20 05:27,306,4,0,302
Colorado,US,13-12-20 05:27,205,3,0,202
Colorado,US,13-12-20 05:27,669,2,0,667
Colorado,US,13-12-20 05:27,864,16,0,848
Colorado,US,13-12-20 05:27,11353,212,0,11141
Colorado,US,13-12-20 05:27,209,2,0,207
Colorado,US,13-12-20 05:27,295,5,0,290
Colorado,US,13-12-20 05:27,869,16,0,853
Colorado,US,13-12-20 05:27,237,4,0,233
Colorado,US,13-12-20 05:27,26,0,0,26
Colorado,US,13-12-20 05:27,283,0,0,283
Colorado,US,13-12-20 05:27,116,2,0,114
Colorado,US,13-12-20 05:27,1811,5,0,1806
