Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active
Texas,US,13-12-20 05:27,1306,39,0,1267
Texas,US,13-12-20 05:27,3568,143,0,3425
Texas,US,13-12-20 05:27,1330,49,0,1281
Texas,US,13-12-20 05:27,5350,109,0,5241
Texas,US,13-12-20 05:27,4645,74,0,4571
Texas,US,13-12-20 05:27,1383,21,0,1362
Texas,US,13-12-20 05:27,462,7,0,455
Texas,US,13-12-20 05:27,1047,55,0,992
Texas,US,13-12-20 05:27,22585,409,0,22176
Texas,US,13-12-20 05:27,1816,71,0,1745
Texas,US,13-12-20 05:27,284,7,0,277
Texas,US,13-12-20 05:27,8574,169,0,8405
Texas,US,13-12-20 05:27,868,22,0,846
Texas,US,13-12-20 05:27,1466,61,0,1405
Texas,US,13-12-20 05:27,15462,182,0,15280
Texas,US,13-12-20 05:27,1363,29,0,1334
Texas,US,13-12-20 05:27,349,8,0,341
Texas,US,13-12-20 05:27,2533,54,0,2479
Texas,US,13-12-20 05:27,1052,57,0,995
Texas,US,13-12-20 05:27,675,15,0,660
Texas,US,13-12-20 05:27,1091,24,0,1067
Texas,US,13-12-20 05:27,645,9,0,636
Texas,US,13-12-20 05:27,739,24,0,715
Utah,US,13-12-20 05:27,12346,38,0,12308
Utah,US,13-12-20 05:27,4311,25,0,4286
Utah,US,13-12-20 05:27,19979,73,0,19906
Utah,US,13-12-20 05:27,93065,466,0,92599
Utah,US,13-12-20 05:27,1243,32,0,1211
Utah,US,13-12-20 05:27,1693,9,0,1684
Utah,US,13-12-20 05:27,15189,111,0,15078
Utah,US,13-12-20 05:27,2585,5,0,2580
Utah,US,13-12-20 05:27,3660,10,0,3650
Utah,US,13-12-20 05:27,1892,12,0,1880
Utah,US,13-12-20 05:27,0,0,0,0
Utah,US,13-12-20 05:27,56933,173,0,56760
Utah,US,13-12-20 05:27,2698,13,0,2685
Utah,US,13-12-20 05:27,16227,71,0,16156
Vermont,US,13-12-20 05:27,221,4,0,217
Vermont,US,13-12-20 05:27,296,1,0,295
Vermont,US,13-12-20 05:27,179,2,0,177
Vermont,US,13-12-20 05:27,1978,51,0,1927
Vermont,US,13-12-20 05:27,72,0,0,72
Vermont,US,13-12-20 05:27,375,14,0,361
Vermont,US,13-12-20 05:27,52,0,0,52
Vermont,US,13-12-20 05:27,196,1,0,195
Vermont,US,13-12-20 05:27,271,0,0,271
Vermont,US,13-12-20 05:27,230,3,0,227
Vermont,US,13-12-20 05:27,313,8,0,305
Vermont,US,13-12-20 05:27,8,0,0,8
Vermont,US,13-12-20 05:27,816,4,0,812
Vermont,US,13-12-20 05:27,327,5,0,322
Vermont,US,13-12-20 05:27,292,2,0,290
Virgin Islands,US,13-12-20 05:27,1791,23,0,1768
Virginia,US,13-12-20 05:27,1486,21,0,1465
Virginia,US,13-12-20 05:27,2250,28,0,2222
Virginia,US,13-12-20 05:27,6165,82,0,6083
Virginia,US,13-12-20 05:27,493,18,0,475
Virginia,US,13-12-20 05:27,292,7,0,285
Virginia,US,13-12-20 05:27,1058,7,0,1051
Virginia,US,13-12-20 05:27,495,6,0,489
Virginia,US,13-12-20 05:27,7263,164,0,7099
Virginia,US,13-12-20 05:27,2012,16,0,1996
Virginia,US,13-12-20 05:27,97,0,0,97
Virginia,US,13-12-20 05:27,2319,26,0,2293
Virginia,US,13-12-20 05:27,346,5,0,341
Virginia,US,13-12-20 05:27,967,14,0,953
Virginia,US,13-12-20 05:27,663,7,0,656
Virginia,US,13-12-20 05:27,522,8,0,514
Virginia,US,13-12-20 05:27,579,24,0,555
Virginia,US,13-12-20 05:27,1099,10,0,1089
Virginia,US,13-12-20 05:27,402,2,0,400
Virginia,US,13-12-20 05:27,1491,15,0,1476
Virginia,US,13-12-20 05:27,784,8,0,776
Virginia,US,13-12-20 05:27,1182,31,0,1151
Virginia,US,13-12-20 05:27,156,7,0,149
Virginia,US,13-12-20 05:27,307,5,0,302
Virginia,US,13-12-20 05:27,2003,31,0,1972
Virginia,US,13-12-20 05:27,7348,88,0,7260
Virginia,US,13-12-20 05:27,10680,148,0,10532
Virginia,US,13-12-20 05:27,264,4,0,260
Virginia,US,13-12-20 05:27,498,26,0,472
Virginia,US,13-12-20 05:27,256,3,0,253
Virginia,US,13-12-20 05:27,109,1,0,108
Virginia,US,13-12-20 05:27,2503,19,0,2484
Virginia,US,13-12-20 05:27,174,4,0,170
Virginia,US,13-12-20 05:27,1951,55,0,1896
Virginia,US,13-12-20 05:27,471,3,0,468
Virginia,US,13-12-20 05:27,737,14,0,723
Virginia,US,13-12-20 05:27,362,29,0,333
Virginia,US,13-12-20 05:27,276,2,0,274
Virginia,US,13-12-20 05:27,36115,641,0,35474
Virginia,US,13-12-20 05:27,238,10,0,228
Virginia,US,13-12-20 05:27,138,6,0,132
Virginia,US,13-12-20 05:27,1838,28,0,1810
Virginia,US,13-12-20 05:27,410,17,0,393
Virginia,US,13-12-20 05:27,612,9,0,603
Virginia,US,13-12-20 05:27,1910,20,0,1890
Virginia,US,13-12-20 05:27,595,17,0,578
Virginia,US,13-12-20 05:27,2850,22,0,2828
Virginia,US,13-12-20 05:27,823,6,0,817
Virginia,US,13-12-20 05:27,659,30,0,629
Virginia,US,13-12-20 05:27,411,1,0,410
Virginia,US,13-12-20 05:27,613,5,0,608
Virginia,US,13-12-20 05:27,508,7,0,501
Virginia,US,13-12-20 05:27,633,22,0,611
Virginia,US,13-12-20 05:27,425,4,0,421
Virginia,US,13-12-20 05:27,947,16,0,931
Virginia,US,13-12-20 05:27,920,24,0,896
Virginia,US,13-12-20 05:27,3298,38,0,3260
Virginia,US,13-12-20 05:27,2945,60,0,2885
Virginia,US,13-12-20 05:27,3793,40,0,3753
Virginia,US,13-12-20 05:27,9874,269,0,9605
Virginia,US,13-12-20 05:27,2170,45,0,2125
Virginia,US,13-12-20 05:27,31,0,0,31
Virginia,US,13-12-20 05:27,694,9,0,685
Virginia,US,13-12-20 05:27,1176,27,0,1149
Virginia,US,13-12-20 05:27,1326,25,0,1301
Virginia,US,13-12-20 05:27,537,7,0,530
Virginia,US,13-12-20 05:27,329,5,0,324
Virginia,US,13-12-20 05:27,119,2,0,117
Virginia,US,13-12-20 05:27,263,2,0,261
Virginia,US,13-12-20 05:27,1121,15,0,1106
Virginia,US,13-12-20 05:27,432,3,0,429
Virginia,US,13-12-20 05:27,11709,151,0,11558
Virginia,US,13-12-20 05:27,657,9,0,648
Virginia,US,13-12-20 05:27,204,3,0,201
Virginia,US,13-12-20 05:27,3352,42,0,3310
Virginia,US,13-12-20 05:27,224,4,0,220
Virginia,US,13-12-20 05:27,2542,28,0,2514
Virginia,US,13-12-20 05:27,802,8,0,794
Virginia,US,13-12-20 05:27,822,27,0,795
Virginia,US,13-12-20 05:27,197,1,0,196
Virginia,US,13-12-20 05:27,1100,37,0,1063
Virginia,US,13-12-20 05:27,201,11,0,190
Virginia,US,13-12-20 05:27,4424,29,0,4395
Virginia,US,13-12-20 05:27,240,3,0,237
Virginia,US,13-12-20 05:27,467,5,0,462
Virginia,US,13-12-20 05:27,4525,58,0,4467
Virginia,US,13-12-20 05:27,7331,99,0,7232
Virginia,US,13-12-20 05:27,370,31,0,339
Virginia,US,13-12-20 05:27,317,9,0,308
Virginia,US,13-12-20 05:27,106,0,0,106
Virginia,US,13-12-20 05:27,807,24,0,783
Virginia,US,13-12-20 05:27,703,9,0,694
Virginia,US,13-12-20 05:27,727,33,0,694
Virginia,US,13-12-20 05:27,578,28,0,550
Virginia,US,13-12-20 05:27,1207,31,0,1176
Virginia,US,13-12-20 05:27,2133,29,0,2104
Virginia,US,13-12-20 05:27,228,3,0,225
Virginia,US,13-12-20 05:27,3546,73,0,3473
Virginia,US,13-12-20 05:27,619,6,0,613
Virginia,US,13-12-20 05:27,928,16,0,912
Virginia,US,13-12-20 05:27,1577,7,0,1570
Virginia,US,13-12-20 05:27,20908,242,0,20666
Virginia,US,13-12-20 05:27,1029,19,0,1010
Virginia,US,13-12-20 05:27,1306,7,0,1299
Virginia,US,13-12-20 05:27,119,2,0,117
Virginia,US,13-12-20 05:27,549,5,0,544
Virginia,US,13-12-20 05:27,7574,86,0,7488
Virginia,US,13-12-20 05:27,3669,41,0,3628
Virginia,US,13-12-20 05:27,4619,81,0,4538
Virginia,US,13-12-20 05:27,369,3,0,366
Virginia,US,13-12-20 05:27,2834,37,0,2797
Virginia,US,13-12-20 05:27,1088,10,0,1078
Virginia,US,13-12-20 05:27,1014,24,0,990
Virginia,US,13-12-20 05:27,978,22,0,956
Virginia,US,13-12-20 05:27,1697,68,0,1629
Virginia,US,13-12-20 05:27,1320,37,0,1283
Virginia,US,13-12-20 05:27,1042,40,0,1002
Virginia,US,13-12-20 05:27,3705,58,0,3647
Virginia,US,13-12-20 05:27,4007,22,0,3985
Virginia,US,13-12-20 05:27,1089,18,0,1071
Virginia,US,13-12-20 05:27,3155,83,0,3072
Virginia,US,13-12-20 05:27,195,5,0,190
Virginia,US,13-12-20 05:27,653,13,0,640
Virginia,US,13-12-20 05:27,1493,8,0,1485
Virginia,US,13-12-20 05:27,0,0,0,0
Virginia,US,13-12-20 05:27,12865,125,0,12740
Virginia,US,13-12-20 05:27,1046,31,0,1015
Virginia,US,13-12-20 05:27,2280,35,0,2245
Virginia,US,13-12-20 05:27,869,9,0,860
Virginia,US,13-12-20 05:27,549,8,0,541
Virginia,US,13-12-20 05:27,321,8,0,313
Virginia,US,13-12-20 05:27,1283,6,0,1277
Virginia,US,13-12-20 05:27,1507,51,0,1456
Virginia,US,13-12-20 05:27,958,12,0,946
Virginia,US,13-12-20 05:27,1069,9,0,1060
Washington,US,13-12-20 05:27,1481,13,0,1468
Washington,US,13-12-20 05:27,826,15,0,811
Washington,US,13-12-20 05:27,9760,143,0,9617
Washington,US,13-12-20 05:27,2612,22,0,2590
Washington,US,13-12-20 05:27,580,4,0,576
Washington,US,13-12-20 05:27,10974,129,0,10845
Washington,US,13-12-20 05:27,60,3,0,57
Washington,US,13-12-20 05:27,1860,15,0,1845
Washington,US,13-12-20 05:27,1429,10,0,1419
Washington,US,13-12-20 05:27,140,1,0,139
Washington,US,13-12-20 05:27,7586,75,0,7511
Washington,US,13-12-20 05:27,61,0,0,61
Washington,US,13-12-20 05:27,4593,38,0,4555
Washington,US,13-12-20 05:27,1388,17,0,1371
Washington,US,13-12-20 05:27,782,16,0,766
Washington,US,13-12-20 05:27,193,1,0,192
Washington,US,13-12-20 05:27,53282,912,0,52370
Washington,US,13-12-20 05:27,3087,30,0,3057
Washington,US,13-12-20 05:27,1342,23,0,1319
Washington,US,13-12-20 05:27,330,3,0,327
Washington,US,13-12-20 05:27,1640,17,0,1623
Washington,US,13-12-20 05:27,206,4,0,202
Washington,US,13-12-20 05:27,1154,12,0,1142
Washington,US,13-12-20 05:27,1332,14,0,1318
Washington,US,13-12-20 05:27,295,3,0,292
Washington,US,13-12-20 05:27,326,3,0,323
Washington,US,13-12-20 05:27,21134,285,0,20849
Washington,US,13-12-20 05:27,71,0,0,71
Washington,US,13-12-20 05:27,2519,31,0,2488
Washington,US,13-12-20 05:27,146,1,0,145
Washington,US,13-12-20 05:27,17942,306,0,17636
Washington,US,13-12-20 05:27,21033,276,0,20757
Washington,US,13-12-20 05:27,900,10,0,890
Washington,US,13-12-20 05:27,3633,47,0,3586
Washington,US,13-12-20 05:27,1379,3,0,1376
Washington,US,13-12-20 05:27,44,0,0,44
Washington,US,13-12-20 05:27,2649,26,0,2623
Washington,US,13-12-20 05:27,2879,52,0,2827
Washington,US,13-12-20 05:27,2539,25,0,2514
Washington,US,13-12-20 05:27,15548,294,0,15254
West Virginia,US,13-12-20 05:27,547,5,0,542
West Virginia,US,13-12-20 05:27,4377,36,0,4341
West Virginia,US,13-12-20 05:27,791,18,0,773
West Virginia,US,13-12-20 05:27,165,1,0,164
West Virginia,US,13-12-20 05:27,961,15,0,946
West Virginia,US,13-12-20 05:27,3845,71,0,3774
West Virginia,US,13-12-20 05:27,101,0,0,101
West Virginia,US,13-12-20 05:27,190,3,0,187
West Virginia,US,13-12-20 05:27,163,3,0,160
West Virginia,US,13-12-20 05:27,1352,39,0,1313
West Virginia,US,13-12-20 05:27,244,0,0,244
West Virginia,US,13-12-20 05:27,572,12,0,560
West Virginia,US,13-12-20 05:27,836,16,0,820
West Virginia,US,13-12-20 05:27,583,6,0,577
West Virginia,US,13-12-20 05:27,1235,12,0,1223
West Virginia,US,13-12-20 05:27,493,2,0,491
West Virginia,US,13-12-20 05:27,1920,25,0,1895
West Virginia,US,13-12-20 05:27,857,27,0,830
West Virginia,US,13-12-20 05:27,1793,18,0,1775
West Virginia,US,13-12-20 05:27,6886,166,0,6720
West Virginia,US,13-12-20 05:27,330,3,0,327
West Virginia,US,13-12-20 05:27,531,7,0,524
West Virginia,US,13-12-20 05:27,1205,54,0,1151
West Virginia,US,13-12-20 05:27,1198,8,0,1190
West Virginia,US,13-12-20 05:27,1625,37,0,1588
West Virginia,US,13-12-20 05:27,768,11,0,757
West Virginia,US,13-12-20 05:27,731,3,0,728
West Virginia,US,13-12-20 05:27,1732,45,0,1687
West Virginia,US,13-12-20 05:27,1808,47,0,1761
West Virginia,US,13-12-20 05:27,1112,19,0,1093
West Virginia,US,13-12-20 05:27,3995,7,0,3988
West Virginia,US,13-12-20 05:27,461,10,0,451
West Virginia,US,13-12-20 05:27,439,2,0,437
West Virginia,US,13-12-20 05:27,492,6,0,486
West Virginia,US,13-12-20 05:27,1965,27,0,1938
West Virginia,US,13-12-20 05:27,165,1,0,164
West Virginia,US,13-12-20 05:27,168,4,0,164
West Virginia,US,13-12-20 05:27,292,2,0,290
West Virginia,US,13-12-20 05:27,1016,17,0,999
West Virginia,US,13-12-20 05:27,2436,49,0,2387
West Virginia,US,13-12-20 05:27,1995,19,0,1976
West Virginia,US,13-12-20 05:27,892,3,0,889
West Virginia,US,13-12-20 05:27,240,6,0,234
West Virginia,US,13-12-20 05:27,233,4,0,229
West Virginia,US,13-12-20 05:27,322,11,0,311
West Virginia,US,13-12-20 05:27,470,9,0,461
West Virginia,US,13-12-20 05:27,238,0,0,238
West Virginia,US,13-12-20 05:27,222,2,0,220
West Virginia,US,13-12-20 05:27,0,0,0,0
West Virginia,US,13-12-20 05:27,618,4,0,614
West Virginia,US,13-12-20 05:27,1312,17,0,1295
West Virginia,US,13-12-20 05:27,105,0,0,105
West Virginia,US,13-12-20 05:27,513,14,0,499
West Virginia,US,13-12-20 05:27,156,1,0,155
West Virginia,US,13-12-20 05:27,3513,29,0,3484
West Virginia,US,13-12-20 05:27,942,13,0,929
Wisconsin,US,13-12-20 05:27,1277,12,0,1265
Wisconsin,US,13-12-20 05:27,896,12,0,884
Wisconsin,US,13-12-20 05:27,4076,50,0,4026
Wisconsin,US,13-12-20 05:27,827,16,0,811
Wisconsin,US,13-12-20 05:27,25479,159,0,25320
Wisconsin,US,13-12-20 05:27,916,6,0,910
Wisconsin,US,13-12-20 05:27,988,15,0,973
Wisconsin,US,13-12-20 05:27,4628,31,0,4597
Wisconsin,US,13-12-20 05:27,5490,61,0,5429
Wisconsin,US,13-12-20 05:27,2724,48,0,2676
Wisconsin,US,13-12-20 05:27,4101,20,0,4081
Wisconsin,US,13-12-20 05:27,1493,10,0,1483
Wisconsin,US,13-12-20 05:27,31287,116,0,31171
Wisconsin,US,13-12-20 05:27,10135,94,0,10041
Wisconsin,US,13-12-20 05:27,1913,12,0,1901
Wisconsin,US,13-12-20 05:27,2882,26,0,2856
Wisconsin,US,13-12-20 05:27,3315,18,0,3297
Wisconsin,US,13-12-20 05:27,8641,74,0,8567
Wisconsin,US,13-12-20 05:27,399,12,0,387
Wisconsin,US,13-12-20 05:27,10170,66,0,10104
Wisconsin,US,13-12-20 05:27,835,22,0,813
Wisconsin,US,13-12-20 05:27,4212,74,0,4138
Wisconsin,US,13-12-20 05:27,2041,9,0,2032
Wisconsin,US,13-12-20 05:27,1578,11,0,1567
Wisconsin,US,13-12-20 05:27,1535,6,0,1529
Wisconsin,US,13-12-20 05:27,477,16,0,461
Wisconsin,US,13-12-20 05:27,2085,6,0,2079
Wisconsin,US,13-12-20 05:27,6497,48,0,6449
Wisconsin,US,13-12-20 05:27,2174,8,0,2166
Wisconsin,US,13-12-20 05:27,12068,183,0,11885
Wisconsin,US,13-12-20 05:27,1938,23,0,1915
Wisconsin,US,13-12-20 05:27,9450,43,0,9407
Wisconsin,US,13-12-20 05:27,1232,5,0,1227
Wisconsin,US,13-12-20 05:27,1758,39,0,1719
Wisconsin,US,13-12-20 05:27,2299,50,0,2249
Wisconsin,US,13-12-20 05:27,6235,51,0,6184
Wisconsin,US,13-12-20 05:27,11813,162,0,11651
Wisconsin,US,13-12-20 05:27,3565,36,0,3529
Wisconsin,US,13-12-20 05:27,1236,17,0,1219
Wisconsin,US,13-12-20 05:27,641,8,0,633
Wisconsin,US,13-12-20 05:27,82328,826,0,81502
Wisconsin,US,13-12-20 05:27,3066,20,0,3046
Wisconsin,US,13-12-20 05:27,3735,37,0,3698
Wisconsin,US,13-12-20 05:27,2660,49,0,2611
Wisconsin,US,13-12-20 05:27,16001,142,0,15859
Wisconsin,US,13-12-20 05:27,6177,48,0,6129
Wisconsin,US,13-12-20 05:27,587,5,0,582
Wisconsin,US,13-12-20 05:27,3128,26,0,3102
Wisconsin,US,13-12-20 05:27,2656,20,0,2636
Wisconsin,US,13-12-20 05:27,5406,46,0,5360
Wisconsin,US,13-12-20 05:27,912,4,0,908
Wisconsin,US,13-12-20 05:27,17312,227,0,17085
Wisconsin,US,13-12-20 05:27,1001,13,0,988
Wisconsin,US,13-12-20 05:27,11265,105,0,11160
Wisconsin,US,13-12-20 05:27,1040,11,0,1029
Wisconsin,US,13-12-20 05:27,4184,24,0,4160
Wisconsin,US,13-12-20 05:27,1054,8,0,1046
Wisconsin,US,13-12-20 05:27,4182,59,0,4123
Wisconsin,US,13-12-20 05:27,10580,80,0,10500
Wisconsin,US,13-12-20 05:27,5503,22,0,5481
Wisconsin,US,13-12-20 05:27,1617,17,0,1600
Wisconsin,US,13-12-20 05:27,2780,25,0,2755
Wisconsin,US,13-12-20 05:27,0,0,0,0
Wisconsin,US,13-12-20 05:27,1354,16,0,1338
Wisconsin,US,13-12-20 05:27,1465,21,0,1444
Wisconsin,US,13-12-20 05:27,8314,74,0,8240
Wisconsin,US,13-12-20 05:27,936,8,0,928
Wisconsin,US,13-12-20 05:27,11475,91,0,11384
Wisconsin,US,13-12-20 05:27,32498,298,0,32200
Wisconsin,US,13-12-20 05:27,4449,124,0,4325
Wisconsin,US,13-12-20 05:27,1940,14,0,1926
Wisconsin,US,13-12-20 05:27,15807,149,0,15658
Wisconsin,US,13-12-20 05:27,5273,40,0,5233
Wyoming,US,13-12-20 05:27,3300,9,0,3291
Wyoming,US,13-12-20 05:27,607,15,0,592
Wyoming,US,13-12-20 05:27,3416,20,0,3396
Wyoming,US,13-12-20 05:27,846,12,0,834
Wyoming,US,13-12-20 05:27,710,7,0,703
Wyoming,US,13-12-20 05:27,351,6,0,345
Wyoming,US,13-12-20 05:27,3694,51,0,3643
Wyoming,US,13-12-20 05:27,886,12,0,874
Wyoming,US,13-12-20 05:27,186,1,0,185
Wyoming,US,13-12-20 05:27,408,5,0,403
Wyoming,US,13-12-20 05:27,6312,41,0,6271
Wyoming,US,13-12-20 05:27,761,10,0,751
Wyoming,US,13-12-20 05:27,5865,62,0,5803
Wyoming,US,13-12-20 05:27,136,1,0,135
Wyoming,US,13-12-20 05:27,1600,7,0,1593
Wyoming,US,13-12-20 05:27,381,8,0,373
Wyoming,US,13-12-20 05:27,2293,13,0,2280
Wyoming,US,13-12-20 05:27,539,5,0,534
Wyoming,US,13-12-20 05:27,2384,14,0,2370
Wyoming,US,13-12-20 05:27,1886,2,0,1884
Wyoming,US,13-12-20 05:27,1289,7,0,1282
Wyoming,US,13-12-20 05:27,0,0,0,0
Wyoming,US,13-12-20 05:27,629,11,0,618
Wyoming,US,13-12-20 05:27,428,2,0,426
,Uganda,13-12-20 05:27,27071,220,9744,17107
Cherkasy Oblast,Ukraine,13-12-20 05:27,30784,261,13379,17144
Chernihiv Oblast,Ukraine,13-12-20 05:27,23754,209,8762,14783
Chernivtsi Oblast,Ukraine,13-12-20 05:27,36496,704,20516,15276
Crimea Republic*,Ukraine,13-12-20 05:27,18589,365,14407,3817
Dnipropetrovsk Oblast,Ukraine,13-12-20 05:27,48365,1135,33715,13515
Donetsk Oblast,Ukraine,13-12-20 05:27,29031,594,18993,9444
Ivano-Frankivsk Oblast,Ukraine,13-12-20 05:27,40484,725,16459,23300
Kharkiv Oblast,Ukraine,13-12-20 05:27,61985,877,45584,15524
Kherson Oblast,Ukraine,13-12-20 05:27,13723,305,6115,7303
Khmelnytskyi Oblast,Ukraine,13-12-20 05:27,34417,516,24666,9235
Kiev,Ukraine,13-12-20 05:27,90013,1574,28628,59811
Kiev Oblast,Ukraine,13-12-20 05:27,47783,817,19626,27340
Kirovohrad Oblast,Ukraine,13-12-20 05:27,7059,198,2846,4015
Luhansk Oblast,Ukraine,13-12-20 05:27,7705,206,5666,1833
Lviv Oblast,Ukraine,13-12-20 05:27,53299,1465,36871,14963
Mykolaiv Oblast,Ukraine,13-12-20 05:27,23479,381,10683,12415
Odessa Oblast,Ukraine,13-12-20 05:27,57071,782,18981,37308
Poltava Oblast,Ukraine,13-12-20 05:27,28811,603,18761,9447
Rivne Oblast,Ukraine,13-12-20 05:27,35900,445,29880,5575
Sevastopol*,Ukraine,13-12-20 05:27,5211,165,4841,205
Sumy Oblast,Ukraine,13-12-20 05:27,35327,456,22937,11934
Ternopil Oblast,Ukraine,13-12-20 05:27,30964,422,25511,5031
Vinnytsia Oblast,Ukraine,13-12-20 05:27,19680,331,11565,7784
Volyn Oblast,Ukraine,13-12-20 05:27,27852,465,20716,6671
Zakarpattia Oblast,Ukraine,13-12-20 05:27,25883,577,18518,6788
Zaporizhia Oblast,Ukraine,13-12-20 05:27,41460,381,9836,31243
Zhytomyr Oblast,Ukraine,13-12-20 05:27,33714,569,24787,8358
,United Arab Emirates,13-12-20 05:27,183755,609,163048,20098
Anguilla,United Kingdom,13-12-20 05:27,10,0,3,7
Bermuda,United Kingdom,13-12-20 05:27,391,9,233,149
British Virgin Islands,United Kingdom,13-12-20 05:27,76,1,72,3
Cayman Islands,United Kingdom,13-12-20 05:27,298,2,267,29
Channel Islands,United Kingdom,13-12-20 05:27,1977,48,1088,841
England,United Kingdom,13-12-20 05:27,1567128,55948,0,1511180
Falkland Islands (Malvinas),United Kingdom,13-12-20 05:27,17,0,17,0
Gibraltar,United Kingdom,13-12-20 05:27,1072,5,1028,39
Isle of Man,United Kingdom,13-12-20 05:27,370,25,344,1
Montserrat,United Kingdom,13-12-20 05:27,13,1,12,0
Northern Ireland,United Kingdom,13-12-20 05:27,57733,1120,0,56613
Scotland,United Kingdom,13-12-20 05:27,105370,4109,0,101261
Turks and Caicos Islands,United Kingdom,13-12-20 05:27,769,6,741,22
Unknown,United Kingdom,13-12-20 05:27,0,0,0,0
Wales,United Kingdom,13-12-20 05:27,100725,2849,0,97876
,Uruguay,13-12-20 05:27,9180,91,6155,2934
,Uzbekistan,13-12-20 05:27,74811,612,72084,2115
,Vanuatu,13-12-20 05:27,1,0,1,0
,Venezuela,13-12-20 05:27,107177,949,102289,3939
,Vietnam,13-12-20 05:27,1395,35,1238,122
,West Bank and Gaza,13-12-20 05:27,108099,961,83123,24015
,Yemen,13-12-20 05:27,2083,606,1383,94
,Zambia,13-12-20 05:27,18217,366,17339,512
,Zimbabwe,13-12-20 05:27,11219,307,9359,1553
